image_path,Сезон,Материал подошвы,Материал верха,Цвет,Страна производства
images_shoes\image_2_RTLADG476801_23428326_3_v1.jpg,мульти,резина,текстиль,хаки,
images_shoes\image_3_RTLADG476801_23428327_4_v1.jpg,мульти,резина,текстиль,хаки,
images_shoes\image_4_RTLADG476801_23428328_5_v1.jpg,мульти,резина,текстиль,хаки,
images_shoes\image_0_RTLADL514201_23115638_1_v1.jpg,"демисезон, лето",полимер,"искусственная кожа, натуральная кожа",черный,
images_shoes\image_1_RTLADL514201_23115639_2_v1.jpg,"демисезон, лето",полимер,"искусственная кожа, натуральная кожа",черный,
images_shoes\image_2_RTLADL514201_23115640_3_v1.jpg,"демисезон, лето",полимер,"искусственная кожа, натуральная кожа",черный,
images_shoes\image_3_RTLADL514201_23115641_4_v1.jpg,"демисезон, лето",полимер,"искусственная кожа, натуральная кожа",черный,
images_shoes\image_4_RTLADL514201_23115642_5_v1.jpg,"демисезон, лето",полимер,"искусственная кожа, натуральная кожа",черный,
images_shoes\image_0_MP002XM0B4PK_21060039_1_v1.jpg,зима,"резина, этиленвинилацетат","искусственная кожа, натуральная кожа, полиэстер, текстиль",черный,
images_shoes\image_1_MP002XM0B4PK_21060040_2_v1.jpg,зима,"резина, этиленвинилацетат","искусственная кожа, натуральная кожа, полиэстер, текстиль",черный,
images_shoes\image_2_MP002XM0B4PK_21060041_3_v1.jpg,зима,"резина, этиленвинилацетат","искусственная кожа, натуральная кожа, полиэстер, текстиль",черный,
images_shoes\image_3_MP002XM0B4PK_21060043_4_v1.jpg,зима,"резина, этиленвинилацетат","искусственная кожа, натуральная кожа, полиэстер, текстиль",черный,
images_shoes\image_4_MP002XM0B4PK_21060044_5_v1.jpg,зима,"резина, этиленвинилацетат","искусственная кожа, натуральная кожа, полиэстер, текстиль",черный,
images_shoes\image_0_MP002XM0BOY3_25072667_1_v1.jpg,зима,термопластичная резина,"искусственная кожа, текстиль",коричневый,
images_shoes\image_1_MP002XM0BOY3_25072668_2_v1.jpg,зима,термопластичная резина,"искусственная кожа, текстиль",коричневый,
images_shoes\image_2_MP002XM0BOY3_25072669_3_v1.jpg,зима,термопластичная резина,"искусственная кожа, текстиль",коричневый,
images_shoes\image_3_MP002XM0BOY3_25072670_4_v1.jpg,зима,термопластичная резина,"искусственная кожа, текстиль",коричневый,
images_shoes\image_4_MP002XM0BOY3_25072671_5_v1.jpg,зима,термопластичная резина,"искусственная кожа, текстиль",коричневый,
images_shoes\image_0_RTLADS728301_24498204_1_v1.jpg,демисезон,"термопластичная резина, этиленвинилацетат",натуральная кожа,черный,
images_shoes\image_1_RTLADS728301_24498205_2_v1.jpg,демисезон,"термопластичная резина, этиленвинилацетат",натуральная кожа,черный,
images_shoes\image_2_RTLADS728301_24498206_3_v1.jpg,демисезон,"термопластичная резина, этиленвинилацетат",натуральная кожа,черный,
images_shoes\image_3_RTLADS728301_24498207_4_v1.jpg,демисезон,"термопластичная резина, этиленвинилацетат",натуральная кожа,черный,
images_shoes\image_4_RTLADS728301_24498208_5_v1.jpg,демисезон,"термопластичная резина, этиленвинилацетат",натуральная кожа,черный,
images_shoes\image_0_RTLADI954801_22688601_1_v1.jpg,мульти,резина,искусственная кожа,черный,
images_shoes\image_1_RTLADI954801_22688602_2_v1.jpg,мульти,резина,искусственная кожа,черный,
images_shoes\image_2_RTLADI954801_22688603_3_v1.jpg,мульти,резина,искусственная кожа,черный,
images_shoes\image_3_RTLADI954801_22688604_4_v1.jpg,мульти,резина,искусственная кожа,черный,
images_shoes\image_4_RTLADI954801_22688605_5_v1.jpg,мульти,резина,искусственная кожа,черный,
images_shoes\image_0_MP002XM0BLPK_24631108_1_v1.jpg,демисезон,резина,натуральный нубук,синий,
images_shoes\image_1_MP002XM0BLPK_24631109_2_v1.jpg,демисезон,резина,натуральный нубук,синий,
images_shoes\image_2_MP002XM0BLPK_24631110_3_v1.jpg,демисезон,резина,натуральный нубук,синий,
images_shoes\image_3_MP002XM0BLPK_24631111_4_v1.jpg,демисезон,резина,натуральный нубук,синий,
images_shoes\image_4_MP002XM0BLPK_24631112_5_v1.jpg,демисезон,резина,натуральный нубук,синий,
images_shoes\image_0_RTLADS242801_24633076_1_v1.jpg,мульти,резина,"натуральная кожа, текстиль",голубой,
images_shoes\image_1_RTLADS242801_24633077_2_v1.jpg,мульти,резина,"натуральная кожа, текстиль",голубой,
images_shoes\image_2_RTLADS242801_24633078_3_v1.jpg,мульти,резина,"натуральная кожа, текстиль",голубой,
images_shoes\image_3_RTLADS242801_24633079_4_v1.jpg,мульти,резина,"натуральная кожа, текстиль",голубой,
images_shoes\image_4_RTLADS242801_24633080_5_v1.jpg,мульти,резина,"натуральная кожа, текстиль",голубой,
images_shoes\image_0_XD001XM006D8_24150031_1_v1.jpeg,зима,резина,нейлон,черный,
images_shoes\image_1_XD001XM006D8_24150010_2_v1.jpeg,зима,резина,нейлон,черный,
images_shoes\image_2_XD001XM006D8_24150017_3_v1.jpeg,зима,резина,нейлон,черный,
images_shoes\image_3_XD001XM006D8_24150021_4_v1.jpeg,зима,резина,нейлон,черный,
images_shoes\image_4_XD001XM006D8_24150026_5_v1.jpeg,зима,резина,нейлон,черный,
images_shoes\image_0_RTLADP538901_23943732_1_v1.jpg,"демисезон, лето","полиуретан, этиленвинилацетат","натуральная кожа, текстиль",черный,
images_shoes\image_1_RTLADP538901_23943733_2_v1.jpg,"демисезон, лето","полиуретан, этиленвинилацетат","натуральная кожа, текстиль",черный,
images_shoes\image_2_RTLADP538901_23943734_3_v1.jpg,"демисезон, лето","полиуретан, этиленвинилацетат","натуральная кожа, текстиль",черный,
images_shoes\image_3_RTLADP538901_23943735_4_v1.jpg,"демисезон, лето","полиуретан, этиленвинилацетат","натуральная кожа, текстиль",черный,
images_shoes\image_4_RTLADP538901_23943736_5_v1.jpg,"демисезон, лето","полиуретан, этиленвинилацетат","натуральная кожа, текстиль",черный,
images_shoes\image_0_MP002XM12GVH_21381424_1_v1.jpg,демисезон,"резина, этиленвинилацетат","натуральная кожа, полиэстер",бежевый,
images_shoes\image_1_MP002XM12GVH_21381425_2_v1.jpg,демисезон,"резина, этиленвинилацетат","натуральная кожа, полиэстер",бежевый,
images_shoes\image_2_MP002XM12GVH_21381426_3_v1.jpg,демисезон,"резина, этиленвинилацетат","натуральная кожа, полиэстер",бежевый,
images_shoes\image_3_MP002XM12GVH_21381427_4_v1.jpg,демисезон,"резина, этиленвинилацетат","натуральная кожа, полиэстер",бежевый,
images_shoes\image_4_MP002XM12GVH_21381428_5_v1.jpg,демисезон,"резина, этиленвинилацетат","натуральная кожа, полиэстер",бежевый,
images_shoes\image_0_RTLADR080401_24607177_1_v1.jpg,мульти,резина,"натуральная замша, текстиль",бежевый,
images_shoes\image_1_RTLADR080401_24607178_2_v1.jpg,мульти,резина,"натуральная замша, текстиль",бежевый,
images_shoes\image_2_RTLADR080401_24607179_3_v1.jpg,мульти,резина,"натуральная замша, текстиль",бежевый,
images_shoes\image_3_RTLADR080401_24607180_4_v1.jpg,мульти,резина,"натуральная замша, текстиль",бежевый,
images_shoes\image_4_RTLADR080401_24607181_5_v1.jpg,мульти,резина,"натуральная замша, текстиль",бежевый,
images_shoes\image_0_MP002XM0BHZM_24937780_1_v1.jpg,демисезон,резина,натуральный нубук,черный,
images_shoes\image_1_MP002XM0BHZM_24937781_2_v1.jpg,демисезон,резина,натуральный нубук,черный,
images_shoes\image_2_MP002XM0BHZM_24937782_3_v1.jpg,демисезон,резина,натуральный нубук,черный,
images_shoes\image_3_MP002XM0BHZM_24937783_4_v1.jpg,демисезон,резина,натуральный нубук,черный,
images_shoes\image_4_MP002XM0BHZM_24937784_5_v1.jpg,демисезон,резина,натуральный нубук,черный,
images_shoes\image_0_RTLACU190202_23200674_1_v2.jpg,мульти,резина,текстиль,черный,
images_shoes\image_1_RTLACU190202_23200675_2_v2.jpg,мульти,резина,текстиль,черный,
images_shoes\image_2_RTLACU190202_23200676_3_v2.jpg,мульти,резина,текстиль,черный,
images_shoes\image_3_RTLACU190202_23200677_4_v2.jpg,мульти,резина,текстиль,черный,
images_shoes\image_4_RTLACU190202_23200678_5_v2.jpg,мульти,резина,текстиль,черный,
images_shoes\image_0_MP002XM0BG9Y_24319209_1_v1.jpg,мульти,этиленвинилацетат,натуральная кожа,коричневый,
images_shoes\image_1_MP002XM0BG9Y_24319210_2_v1.jpg,мульти,этиленвинилацетат,натуральная кожа,коричневый,
images_shoes\image_2_MP002XM0BG9Y_24319211_3_v1.jpg,мульти,этиленвинилацетат,натуральная кожа,коричневый,
images_shoes\image_3_MP002XM0BG9Y_24319212_4_v1.jpg,мульти,этиленвинилацетат,натуральная кожа,коричневый,
images_shoes\image_4_MP002XM0BG9Y_24319213_5_v1.jpg,мульти,этиленвинилацетат,натуральная кожа,коричневый,
images_shoes\image_0_MP002XM0BY0M_25245492_1_v1.jpg,демисезон,резина,натуральная кожа,коричневый,
images_shoes\image_1_MP002XM0BY0M_25245493_2_v1.jpg,демисезон,резина,натуральная кожа,коричневый,
images_shoes\image_2_MP002XM0BY0M_25245494_3_v1.jpg,демисезон,резина,натуральная кожа,коричневый,
images_shoes\image_3_MP002XM0BY0M_25245495_4_v1.jpg,демисезон,резина,натуральная кожа,коричневый,
images_shoes\image_4_MP002XM0BY0M_25245496_5_v1.jpg,демисезон,резина,натуральная кожа,коричневый,
images_shoes\image_0_RTLADV385801_24966334_1_v1.jpg,мульти,резина,"искусственная кожа, натуральная кожа, текстиль",коричневый,
images_shoes\image_1_RTLADV385801_24966335_2_v1.jpg,мульти,резина,"искусственная кожа, натуральная кожа, текстиль",коричневый,
images_shoes\image_2_RTLADV385801_24966336_3_v1.jpg,мульти,резина,"искусственная кожа, натуральная кожа, текстиль",коричневый,
images_shoes\image_3_RTLADV385801_24966337_4_v1.jpg,мульти,резина,"искусственная кожа, натуральная кожа, текстиль",коричневый,
images_shoes\image_4_RTLADV385801_24966338_5_v1.jpg,мульти,резина,"искусственная кожа, натуральная кожа, текстиль",коричневый,
images_shoes\image_0_MP002XM0BT7Q_24858094_1_v1.jpeg,зима,каучук,спилок,коричневый,
images_shoes\image_1_MP002XM0BT7Q_24858099_2_v1.jpeg,зима,каучук,спилок,коричневый,
images_shoes\image_2_MP002XM0BT7Q_24858105_3_v1.jpeg,зима,каучук,спилок,коричневый,
images_shoes\image_3_MP002XM0BT7Q_24858111_4_v1.jpeg,зима,каучук,спилок,коричневый,
images_shoes\image_4_MP002XM0BT7Q_24858118_5_v1.jpeg,зима,каучук,спилок,коричневый,
images_shoes\image_5_MP002XM0BT7Q_24858123_6_v1.jpeg,зима,каучук,спилок,коричневый,
images_shoes\image_0_MP002XM1I52X_16665515_1_v2.jpg,"демисезон, лето",полиуретан,"натуральная кожа, текстиль",черный,
images_shoes\image_1_MP002XM1I52X_16665516_2_v1.jpg,"демисезон, лето",полиуретан,"натуральная кожа, текстиль",черный,
images_shoes\image_2_MP002XM1I52X_16665517_3_v1.jpg,"демисезон, лето",полиуретан,"натуральная кожа, текстиль",черный,
images_shoes\image_3_MP002XM1I52X_16665518_4_v1.jpg,"демисезон, лето",полиуретан,"натуральная кожа, текстиль",черный,
images_shoes\image_4_MP002XM1I52X_16665519_5_v1.jpg,"демисезон, лето",полиуретан,"натуральная кожа, текстиль",черный,
images_shoes\image_0_RTLADU227401_25133355_1_v1.jpg,зима,термопластичная резина,натуральная кожа,черный,
images_shoes\image_1_RTLADU227401_25133356_2_v1.jpg,зима,термопластичная резина,натуральная кожа,черный,
images_shoes\image_2_RTLADU227401_25133357_3_v1.jpg,зима,термопластичная резина,натуральная кожа,черный,
images_shoes\image_3_RTLADU227401_25133358_4_v1.jpg,зима,термопластичная резина,натуральная кожа,черный,
images_shoes\image_4_RTLADU227401_25133359_5_v1.jpg,зима,термопластичная резина,натуральная кожа,черный,
images_shoes\image_0_MP002XM0BK9M_24541020_1_v1.jpg,"зима, демисезон",термоэластопласт,натуральная кожа,коричневый,
images_shoes\image_1_MP002XM0BK9M_24541021_2_v1.jpg,"зима, демисезон",термоэластопласт,натуральная кожа,коричневый,
images_shoes\image_2_MP002XM0BK9M_24541022_3_v1.jpg,"зима, демисезон",термоэластопласт,натуральная кожа,коричневый,
images_shoes\image_3_MP002XM0BK9M_24541023_4_v1.jpg,"зима, демисезон",термоэластопласт,натуральная кожа,коричневый,
images_shoes\image_4_MP002XM0BK9M_24541024_5_v1.jpg,"зима, демисезон",термоэластопласт,натуральная кожа,коричневый,
images_shoes\image_0_RTLADN043801_23938414_1_v1.jpg,мульти,резина,полимер,белый,
images_shoes\image_1_RTLADN043801_23938415_2_v1.jpg,мульти,резина,полимер,белый,
images_shoes\image_2_RTLADN043801_23938416_3_v1.jpg,мульти,резина,полимер,белый,
images_shoes\image_3_RTLADN043801_23938417_4_v1.jpg,мульти,резина,полимер,белый,
images_shoes\image_4_RTLADN043801_23938418_5_v1.jpg,мульти,резина,полимер,белый,
images_shoes\image_0_RTLADU052901_24730586_1_v1.jpg,демисезон,термопластичная резина,натуральная кожа,коричневый,
images_shoes\image_1_RTLADU052901_24730587_2_v1.jpg,демисезон,термопластичная резина,натуральная кожа,коричневый,
images_shoes\image_2_RTLADU052901_24730588_3_v1.jpg,демисезон,термопластичная резина,натуральная кожа,коричневый,
images_shoes\image_3_RTLADU052901_24730589_4_v1.jpg,демисезон,термопластичная резина,натуральная кожа,коричневый,
images_shoes\image_4_RTLADU052901_24730590_5_v1.jpg,демисезон,термопластичная резина,натуральная кожа,коричневый,
images_shoes\image_5_RTLADU052901_24730591_6_v1.jpg,демисезон,термопластичная резина,натуральная кожа,коричневый,
images_shoes\image_0_RTLADU411001_24823395_1_v1.jpg,мульти,резина,"искусственная кожа, текстиль",белый,
images_shoes\image_1_RTLADU411001_24823396_2_v1.jpg,мульти,резина,"искусственная кожа, текстиль",белый,
images_shoes\image_2_RTLADU411001_24823397_3_v1.jpg,мульти,резина,"искусственная кожа, текстиль",белый,
images_shoes\image_3_RTLADU411001_24823398_4_v1.jpg,мульти,резина,"искусственная кожа, текстиль",белый,
images_shoes\image_4_RTLADU411001_24823399_5_v1.jpg,мульти,резина,"искусственная кожа, текстиль",белый,
images_shoes\image_0_RTLADE107804_22530030_1_v1.jpg,мульти,резина,"натуральная кожа, текстиль",мультиколор,
images_shoes\image_1_RTLADE107804_22530031_2_v1.jpg,мульти,резина,"натуральная кожа, текстиль",мультиколор,
images_shoes\image_2_RTLADE107804_22530032_3_v1.jpg,мульти,резина,"натуральная кожа, текстиль",мультиколор,
images_shoes\image_3_RTLADE107804_22530033_4_v1.jpg,мульти,резина,"натуральная кожа, текстиль",мультиколор,
images_shoes\image_4_RTLADE107804_22530034_5_v1.jpg,мульти,резина,"натуральная кожа, текстиль",мультиколор,
images_shoes\image_0_MP002XM0MRDH_10087122_1_v1.jpg,зима,полиуретан,искусственная кожа,черный,
images_shoes\image_1_MP002XM0MRDH_10087123_2_v1.jpg,зима,полиуретан,искусственная кожа,черный,
images_shoes\image_2_MP002XM0MRDH_10087124_3_v1.jpg,зима,полиуретан,искусственная кожа,черный,
images_shoes\image_3_MP002XM0MRDH_10087125_4_v1.jpg,зима,полиуретан,искусственная кожа,черный,
images_shoes\image_4_MP002XM0MRDH_10087126_5_v1.jpg,зима,полиуретан,искусственная кожа,черный,
images_shoes\image_5_MP002XM0MRDH_10087127_6_v1.jpg,зима,полиуретан,искусственная кожа,черный,
images_shoes\image_0_RTLADQ103601_24211305_1_v1_2x.jpg,демисезон,"резина, этиленвинилацетат",полиэстер,синий,
images_shoes\image_1_RTLADQ103601_24211306_2_v1_2x.jpg,демисезон,"резина, этиленвинилацетат",полиэстер,синий,
images_shoes\image_2_RTLADQ103601_24211307_3_v1_2x.jpg,демисезон,"резина, этиленвинилацетат",полиэстер,синий,
images_shoes\image_3_RTLADQ103601_24211308_4_v1_2x.jpg,демисезон,"резина, этиленвинилацетат",полиэстер,синий,
images_shoes\image_4_RTLADQ103601_24211309_5_v1_2x.jpg,демисезон,"резина, этиленвинилацетат",полиэстер,синий,
images_shoes\image_0_MP002XM0BJNY_25323396_1_v1.jpg,зима,термопластичная резина,искусственная кожа,черный,
images_shoes\image_1_MP002XM0BJNY_25323397_2_v1.jpg,зима,термопластичная резина,искусственная кожа,черный,
images_shoes\image_2_MP002XM0BJNY_25323398_3_v1.jpg,зима,термопластичная резина,искусственная кожа,черный,
images_shoes\image_3_MP002XM0BJNY_25323399_4_v1.jpg,зима,термопластичная резина,искусственная кожа,черный,
images_shoes\image_4_MP002XM0BJNY_25323400_5_v1.jpg,зима,термопластичная резина,искусственная кожа,черный,
images_shoes\image_0_MP002XM0VR9V_22361513_1_v1.jpg,"лето, демисезон","резина, термополиуретан",полиэстер,черный,
images_shoes\image_1_MP002XM0VR9V_22361514_2_v1.jpg,"лето, демисезон","резина, термополиуретан",полиэстер,черный,
images_shoes\image_2_MP002XM0VR9V_22361515_3_v1.jpg,"лето, демисезон","резина, термополиуретан",полиэстер,черный,
images_shoes\image_3_MP002XM0VR9V_22361516_4_v1.jpg,"лето, демисезон","резина, термополиуретан",полиэстер,черный,
images_shoes\image_4_MP002XM0VR9V_22361517_5_v1.jpg,"лето, демисезон","резина, термополиуретан",полиэстер,черный,
images_shoes\image_0_MP002XM0BYOL_25204404_1_v2.jpg,зима,"полиуретан, резина",натуральный нубук,серый,
images_shoes\image_1_MP002XM0BYOL_25204405_2_v2.jpg,зима,"полиуретан, резина",натуральный нубук,серый,
images_shoes\image_2_MP002XM0BYOL_25204406_3_v2.jpg,зима,"полиуретан, резина",натуральный нубук,серый,
images_shoes\image_3_MP002XM0BYOL_25204407_4_v2.jpg,зима,"полиуретан, резина",натуральный нубук,серый,
images_shoes\image_4_MP002XM0BYOL_25204408_5_v2.jpg,зима,"полиуретан, резина",натуральный нубук,серый,
images_shoes\image_0_RTLADC670302_24780897_1_v1.jpg,мульти,резина,"искусственная кожа, текстиль",белый,
images_shoes\image_1_RTLADC670302_24780898_2_v1.jpg,мульти,резина,"искусственная кожа, текстиль",белый,
images_shoes\image_2_RTLADC670302_24780899_3_v1.jpg,мульти,резина,"искусственная кожа, текстиль",белый,
images_shoes\image_3_RTLADC670302_24780900_4_v1.jpg,мульти,резина,"искусственная кожа, текстиль",белый,
images_shoes\image_4_RTLADC670302_24780901_5_v1.jpg,мульти,резина,"искусственная кожа, текстиль",белый,
images_shoes\image_0_XD001XM00740_24174800_1_v1.jpeg,демисезон,резина,натуральная кожа,черный,
images_shoes\image_1_XD001XM00740_24174805_2_v1.jpeg,демисезон,резина,натуральная кожа,черный,
images_shoes\image_2_XD001XM00740_24174809_3_v1.jpeg,демисезон,резина,натуральная кожа,черный,
images_shoes\image_3_XD001XM00740_24174813_4_v1.jpeg,демисезон,резина,натуральная кожа,черный,
images_shoes\image_4_XD001XM00740_24174816_5_v1.jpeg,демисезон,резина,натуральная кожа,черный,
images_shoes\image_0_MP002XM0BSJR_24807069_1_v1.jpeg,мульти,"термопластичная резина, этиленвинилацетат",текстиль,хаки,
images_shoes\image_1_MP002XM0BSJR_24807081_2_v1.jpeg,мульти,"термопластичная резина, этиленвинилацетат",текстиль,хаки,
images_shoes\image_2_MP002XM0BSJR_24807073_3_v1.jpeg,мульти,"термопластичная резина, этиленвинилацетат",текстиль,хаки,
images_shoes\image_3_MP002XM0BSJR_24807078_4_v1.jpeg,мульти,"термопластичная резина, этиленвинилацетат",текстиль,хаки,
images_shoes\image_4_MP002XM0BSJR_24807071_5_v1.jpeg,мульти,"термопластичная резина, этиленвинилацетат",текстиль,хаки,
images_shoes\image_5_MP002XM0BSJR_24807086_6_v1.jpeg,мульти,"термопластичная резина, этиленвинилацетат",текстиль,хаки,
images_shoes\image_0_RTLADT168501_24546468_1_v1.jpg,"демисезон, зима",полимер,натуральная замша,коричневый,
images_shoes\image_1_RTLADT168501_24546469_2_v1.jpg,"демисезон, зима",полимер,натуральная замша,коричневый,
images_shoes\image_2_RTLADT168501_24546470_3_v1.jpg,"демисезон, зима",полимер,натуральная замша,коричневый,
images_shoes\image_3_RTLADT168501_24546471_4_v1.jpg,"демисезон, зима",полимер,натуральная замша,коричневый,
images_shoes\image_4_RTLADT168501_24546472_5_v1.jpg,"демисезон, зима",полимер,натуральная замша,коричневый,
images_shoes\image_0_MP002XM1ZMCF_12524765_1_v1.jpg,зима,термоэластопласт,искусственный нубук,синий,
images_shoes\image_1_MP002XM1ZMCF_12524766_2_v1.jpg,зима,термоэластопласт,искусственный нубук,синий,
images_shoes\image_2_MP002XM1ZMCF_12524767_3_v1.jpg,зима,термоэластопласт,искусственный нубук,синий,
images_shoes\image_3_MP002XM1ZMCF_12524768_4_v1.jpg,зима,термоэластопласт,искусственный нубук,синий,
images_shoes\image_4_MP002XM1ZMCF_12524769_5_v1.jpg,зима,термоэластопласт,искусственный нубук,синий,
images_shoes\image_5_MP002XM1ZMCF_12524770_6_v1.jpg,зима,термоэластопласт,искусственный нубук,синий,
images_shoes\image_0_RTLADA489801_21291401_1_v2.jpg,мульти,резина,"искусственная кожа, текстиль",белый,
images_shoes\image_1_RTLADA489801_21291402_2_v2.jpg,мульти,резина,"искусственная кожа, текстиль",белый,
images_shoes\image_2_RTLADA489801_21291403_3_v2.jpg,мульти,резина,"искусственная кожа, текстиль",белый,
images_shoes\image_3_RTLADA489801_21291404_4_v2.jpg,мульти,резина,"искусственная кожа, текстиль",белый,
images_shoes\image_4_RTLADA489801_21291405_5_v2.jpg,мульти,резина,"искусственная кожа, текстиль",белый,
images_shoes\image_5_RTLADA489801_21317496_9_v1_2x.jpg,мульти,резина,"искусственная кожа, текстиль",белый,
images_shoes\image_0_RTLADH225601_22630946_1_v1_2x.jpg,демисезон,этиленвинилацетат,"натуральная замша, текстиль",черный,
images_shoes\image_1_RTLADH225601_22630947_2_v1_2x.jpg,демисезон,этиленвинилацетат,"натуральная замша, текстиль",черный,
images_shoes\image_2_RTLADH225601_22630948_3_v1_2x.jpg,демисезон,этиленвинилацетат,"натуральная замша, текстиль",черный,
images_shoes\image_3_RTLADH225601_22630949_4_v1_2x.jpg,демисезон,этиленвинилацетат,"натуральная замша, текстиль",черный,
images_shoes\image_4_RTLADH225601_22630950_5_v1_2x.jpg,демисезон,этиленвинилацетат,"натуральная замша, текстиль",черный,
images_shoes\image_0_MP002XM091MU_18518135_1_v1.jpg,зима,термоэластопласт,искусственная кожа,бежевый,
images_shoes\image_1_MP002XM091MU_18518136_2_v1.jpg,зима,термоэластопласт,искусственная кожа,бежевый,
images_shoes\image_2_MP002XM091MU_18518137_3_v1.jpg,зима,термоэластопласт,искусственная кожа,бежевый,
images_shoes\image_3_MP002XM091MU_18518138_4_v1.jpg,зима,термоэластопласт,искусственная кожа,бежевый,
images_shoes\image_4_MP002XM091MU_18518139_5_v1.jpg,зима,термоэластопласт,искусственная кожа,бежевый,
images_shoes\image_0_RTLADG922301_22413964_1_v1.jpg,мульти,резина,"искусственная кожа, натуральная кожа, текстиль",черный,
images_shoes\image_1_RTLADG922301_22413965_2_v1.jpg,мульти,резина,"искусственная кожа, натуральная кожа, текстиль",черный,
images_shoes\image_2_RTLADG922301_22413966_3_v1.jpg,мульти,резина,"искусственная кожа, натуральная кожа, текстиль",черный,
images_shoes\image_3_RTLADG922301_22413967_4_v1.jpg,мульти,резина,"искусственная кожа, натуральная кожа, текстиль",черный,
images_shoes\image_4_RTLADG922301_22413968_5_v1.jpg,мульти,резина,"искусственная кожа, натуральная кожа, текстиль",черный,
images_shoes\image_0_MP002XM0BD37_24184787_1_v1.jpg,демисезон,резина,"натуральный нубук, текстиль",хаки,
images_shoes\image_1_MP002XM0BD37_24184788_2_v1.jpg,демисезон,резина,"натуральный нубук, текстиль",хаки,
images_shoes\image_2_MP002XM0BD37_24184789_3_v1.jpg,демисезон,резина,"натуральный нубук, текстиль",хаки,
images_shoes\image_3_MP002XM0BD37_24184790_4_v1.jpg,демисезон,резина,"натуральный нубук, текстиль",хаки,
images_shoes\image_4_MP002XM0BD37_24184791_5_v1.jpg,демисезон,резина,"натуральный нубук, текстиль",хаки,
images_shoes\image_0_RTLADW838401_25256448_1_v1.jpg,мульти,этиленвинилацетат,термополиуретан,синий,
images_shoes\image_1_RTLADW838401_25256449_2_v1.jpg,мульти,этиленвинилацетат,термополиуретан,синий,
images_shoes\image_2_RTLADW838401_25256450_3_v1.jpg,мульти,этиленвинилацетат,термополиуретан,синий,
images_shoes\image_3_RTLADW838401_25256451_4_v1.jpg,мульти,этиленвинилацетат,термополиуретан,синий,
images_shoes\image_4_RTLADW838401_25256452_5_v1.jpg,мульти,этиленвинилацетат,термополиуретан,синий,
images_shoes\image_0_RTLACQ548402_22088104_1_v1.jpg,мульти,искусственный материал,"искусственная кожа, натуральная кожа, текстиль",черный,
images_shoes\image_1_RTLACQ548402_22088105_2_v1.jpg,мульти,искусственный материал,"искусственная кожа, натуральная кожа, текстиль",черный,
images_shoes\image_2_RTLACQ548402_22088106_3_v1.jpg,мульти,искусственный материал,"искусственная кожа, натуральная кожа, текстиль",черный,
images_shoes\image_3_RTLACQ548402_22088107_4_v1.jpg,мульти,искусственный материал,"искусственная кожа, натуральная кожа, текстиль",черный,
images_shoes\image_4_RTLACQ548402_22088108_5_v1.jpg,мульти,искусственный материал,"искусственная кожа, натуральная кожа, текстиль",черный,
images_shoes\image_0_MP002XM0BWHG_25060231_1_v1.jpg,зима,термоэластопласт,натуральная кожа,черный,
images_shoes\image_1_MP002XM0BWHG_25060232_2_v1.jpg,зима,термоэластопласт,натуральная кожа,черный,
images_shoes\image_2_MP002XM0BWHG_25060233_3_v1.jpg,зима,термоэластопласт,натуральная кожа,черный,
images_shoes\image_3_MP002XM0BWHG_25060234_4_v1.jpg,зима,термоэластопласт,натуральная кожа,черный,
images_shoes\image_4_MP002XM0BWHG_25060235_5_v1.jpg,зима,термоэластопласт,натуральная кожа,черный,
images_shoes\image_0_MP002XM1K328_9591910_1_v2.jpg,зима,термоэластопласт,натуральная кожа,черный,
images_shoes\image_1_MP002XM1K328_9591911_2_v2.jpg,зима,термоэластопласт,натуральная кожа,черный,
images_shoes\image_2_MP002XM1K328_9591912_3_v2.jpg,зима,термоэластопласт,натуральная кожа,черный,
images_shoes\image_3_MP002XM1K328_9591913_4_v2.jpg,зима,термоэластопласт,натуральная кожа,черный,
images_shoes\image_4_MP002XM1K328_9591914_5_v2.jpg,зима,термоэластопласт,натуральная кожа,черный,
images_shoes\image_0_RTLADW133901_25163024_1_v1.jpg,"зима, демисезон",термополиуретан,натуральная кожа,черный,
images_shoes\image_1_RTLADW133901_25163025_2_v1.jpg,"зима, демисезон",термополиуретан,натуральная кожа,черный,
images_shoes\image_2_RTLADW133901_25163026_3_v1.jpg,"зима, демисезон",термополиуретан,натуральная кожа,черный,
images_shoes\image_3_RTLADW133901_25163027_4_v1.jpg,"зима, демисезон",термополиуретан,натуральная кожа,черный,
images_shoes\image_4_RTLADW133901_25163028_5_v1.jpg,"зима, демисезон",термополиуретан,натуральная кожа,черный,
images_shoes\image_0_RTLADG403301_22327235_1_v1.jpg,мульти,резина,"натуральная кожа, текстиль",серый,
images_shoes\image_1_RTLADG403301_22327236_2_v1.jpg,мульти,резина,"натуральная кожа, текстиль",серый,
images_shoes\image_2_RTLADG403301_22327237_3_v1.jpg,мульти,резина,"натуральная кожа, текстиль",серый,
images_shoes\image_3_RTLADG403301_22327238_4_v1.jpg,мульти,резина,"натуральная кожа, текстиль",серый,
images_shoes\image_4_RTLADG403301_22327239_5_v1.jpg,мульти,резина,"натуральная кожа, текстиль",серый,
images_shoes\image_0_MP002XM0BQRR_24810281_1_v1.jpg,мульти,этиленвинилацетат,"натуральный нубук, текстиль",коричневый,
